Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,OT?,Attend.,
Thu. Apr 1. 2021,8:30p,Atlanta Hawks,134,San Antonio Spurs,129,2OT,"2,949",
Thu. Apr 1. 2021,10:00p,Denver Nuggets,101,Los Angeles Clippers,94,,0,
Fri. Apr 2. 2021,7:00p,Golden State Warriors,77,Toronto Raptors,130,,"3,085",
Fri. Apr 2. 2021,7:30p,Houston Rockets,102,Boston Celtics,118,,0,
Fri. Apr 2. 2021,7:30p,Dallas Mavericks,99,New York Knicks,86,,"1,981",
Fri. Apr 2. 2021,8:00p,Charlotte Hornets,114,Indiana Pacers,97,,0,
Fri. Apr 2. 2021,8:00p,Minnesota Timberwolves,108,Memphis Grizzlies,120,,"2,987",
Fri. Apr 2. 2021,9:00p,Atlanta Hawks,126,New Orleans Pelicans,103,,"3,700",
Fri. Apr 2. 2021,9:00p,Chicago Bulls,106,Utah Jazz,113,,"5,546",
Fri. Apr 2. 2021,10:00p,Oklahoma City Thunder,103,Phoenix Suns,140,,"3,422",
Fri. Apr 2. 2021,10:00p,Milwaukee Bucks,127,Portland Trail Blazers,109,,0,
Fri. Apr 2. 2021,10:00p,Los Angeles Lakers,115,Sacramento Kings,94,,0,
Sat. Apr 3. 2021,7:00p,Dallas Mavericks,109,Washington Wizards,87,,0,
Sat. Apr 3. 2021,8:00p,New York Knicks,125,Detroit Pistons,81,,750,
Sat. Apr 3. 2021,8:00p,Cleveland Cavaliers,101,Miami Heat,115,,0,
Sat. Apr 3. 2021,8:00p,Minnesota Timberwolves,113,Philadelphia 76ers,122,,"3,071",
Sat. Apr 3. 2021,9:00p,Indiana Pacers,139,San Antonio Spurs,133,OT,"3,276",
Sat. Apr 3. 2021,9:00p,Orlando Magic,91,Utah Jazz,137,,"5,546",
Sat. Apr 3. 2021,10:00p,Oklahoma City Thunder,85,Portland Trail Blazers,133,,0,
Sat. Apr 3. 2021,10:00p,Milwaukee Bucks,129,Sacramento Kings,128,,0,
Sun. Apr 4. 2021,2:00p,Brooklyn Nets,107,Chicago Bulls,115,,0,
Sun. Apr 4. 2021,3:30p,Los Angeles Lakers,86,Los Angeles Clippers,104,,0,
Sun. Apr 4. 2021,6:00p,Charlotte Hornets,86,Boston Celtics,116,,0,
Sun. Apr 4. 2021,7:00p,Memphis Grizzlies,116,Philadelphia 76ers,100,,"4,094",
Sun. Apr 4. 2021,7:30p,Golden State Warriors,111,Atlanta Hawks,117,,"2,937",
Sun. Apr 4. 2021,8:00p,New Orleans Pelicans,122,Houston Rockets,115,,"3,268",
Sun. Apr 4. 2021,10:00p,Orlando Magic,109,Denver Nuggets,119,,"3,927",
Mon. Apr 5. 2021,7:00p,New York Knicks,112,Brooklyn Nets,114,,"1,773",
Mon. Apr 5. 2021,7:00p,Utah Jazz,103,Dallas Mavericks,111,,"4,261",
Mon. Apr 5. 2021,7:00p,Sacramento Kings,106,Minnesota Timberwolves,116,,"1,436",
Mon. Apr 5. 2021,7:00p,Detroit Pistons,132,Oklahoma City Thunder,108,,0,
Mon. Apr 5. 2021,7:00p,Cleveland Cavaliers,125,San Antonio Spurs,101,,"2,482",
Mon. Apr 5. 2021,7:00p,Washington Wizards,101,Toronto Raptors,103,,"1,620",
Mon. Apr 5. 2021,8:00p,Phoenix Suns,133,Houston Rockets,130,,"3,093",
Tue. Apr 6. 2021,7:00p,Chicago Bulls,113,Indiana Pacers,97,,0,
Tue. Apr 6. 2021,7:30p,New Orleans Pelicans,107,Atlanta Hawks,123,,"2,816",
Tue. Apr 6. 2021,7:30p,Philadelphia 76ers,106,Boston Celtics,96,,"2,298",
Tue. Apr 6. 2021,7:30p,Los Angeles Lakers,110,Toronto Raptors,101,,0,
Tue. Apr 6. 2021,8:00p,Memphis Grizzlies,124,Miami Heat,112,,0,
Tue. Apr 6. 2021,9:00p,Detroit Pistons,119,Denver Nuggets,134,,"3,556",
Tue. Apr 6. 2021,10:00p,Milwaukee Bucks,121,Golden State Warriors,122,,0,
Tue. Apr 6. 2021,10:00p,Portland Trail Blazers,116,Los Angeles Clippers,133,,0,
Wed. Apr 7. 2021,7:00p,Minnesota Timberwolves,137,Indiana Pacers,141,,0,
Wed. Apr 7. 2021,7:00p,Washington Wizards,131,Orlando Magic,116,,"3,991",
Wed. Apr 7. 2021,7:30p,New York Knicks,99,Boston Celtics,101,,"2,298",
Wed. Apr 7. 2021,7:30p,New Orleans Pelicans,111,Brooklyn Nets,139,,"1,773",
Wed. Apr 7. 2021,8:00p,Memphis Grizzlies,131,Atlanta Hawks,113,,"2,774",
Wed. Apr 7. 2021,8:00p,Dallas Mavericks,93,Houston Rockets,102,,"3,399",
Wed. Apr 7. 2021,8:00p,Charlotte Hornets,113,Oklahoma City Thunder,102,,0,
Wed. Apr 7. 2021,9:00p,San Antonio Spurs,96,Denver Nuggets,106,,"3,715",
Wed. Apr 7. 2021,10:00p,Utah Jazz,113,Phoenix Suns,117,OT,"5,110",
Thu. Apr 8. 2021,7:30p,Los Angeles Lakers,104,Miami Heat,110,,0,
Thu. Apr 8. 2021,7:30p,Chicago Bulls,122,Toronto Raptors,113,,0,
Thu. Apr 8. 2021,8:00p,Cleveland Cavaliers,129,Oklahoma City Thunder,102,,0,
Thu. Apr 8. 2021,9:00p,Milwaukee Bucks,101,Dallas Mavericks,116,,"4,190",
Thu. Apr 8. 2021,10:00p,Phoenix Suns,103,Los Angeles Clippers,113,,0,
Thu. Apr 8. 2021,10:00p,Detroit Pistons,113,Sacramento Kings,101,,0,
Thu. Apr 8. 2021,10:00p,Portland Trail Blazers,103,Utah Jazz,122,,"5,546",
Fri. Apr 9. 2021,7:00p,Indiana Pacers,111,Orlando Magic,106,,"3,777",
Fri. Apr 9. 2021,7:30p,Minnesota Timberwolves,136,Boston Celtics,145,OT,"2,298",
Fri. Apr 9. 2021,7:30p,Memphis Grizzlies,129,New York Knicks,133,OT,"1,912",
Fri. Apr 9. 2021,8:00p,Chicago Bulls,108,Atlanta Hawks,120,,996,
Fri. Apr 9. 2021,8:00p,Philadelphia 76ers,94,New Orleans Pelicans,101,,"3,700",
Fri. Apr 9. 2021,9:00p,San Antonio Spurs,119,Denver Nuggets,121,,"3,750",
Fri. Apr 9. 2021,9:00p,Charlotte Hornets,127,Milwaukee Bucks,119,,"3,280",
Fri. Apr 9. 2021,10:00p,Washington Wizards,110,Golden State Warriors,107,,0,
Fri. Apr 9. 2021,10:00p,Houston Rockets,109,Los Angeles Clippers,126,,0,
Sat. Apr 10. 2021,7:30p,Toronto Raptors,135,Cleveland Cavaliers,115,,"4,148",
Sat. Apr 10. 2021,8:30p,Los Angeles Lakers,126,Brooklyn Nets,101,,"1,773",
Sat. Apr 10. 2021,9:00p,Philadelphia 76ers,117,Oklahoma City Thunder,93,,0,
Sat. Apr 10. 2021,9:00p,Sacramento Kings,112,Utah Jazz,128,,"5,546",
Sat. Apr 10. 2021,10:00p,Houston Rockets,109,Golden State Warriors,125,,0,
Sat. Apr 10. 2021,10:00p,Washington Wizards,106,Phoenix Suns,134,,"5,028",
Sat. Apr 10. 2021,10:00p,Detroit Pistons,103,Portland Trail Blazers,118,,0,
Sun. Apr 11. 2021,1:00p,Atlanta Hawks,105,Charlotte Hornets,101,,"4,148",
Sun. Apr 11. 2021,3:00p,Boston Celtics,105,Denver Nuggets,87,,"4,032",
Sun. Apr 11. 2021,7:00p,New Orleans Pelicans,116,Cleveland Cavaliers,109,,"4,148",
Sun. Apr 11. 2021,7:00p,Milwaukee Bucks,124,Orlando Magic,87,,"3,316",
Sun. Apr 11. 2021,8:00p,San Antonio Spurs,119,Dallas Mavericks,117,,"4,054",
Sun. Apr 11. 2021,8:00p,Indiana Pacers,132,Memphis Grizzlies,125,,"2,341",
Sun. Apr 11. 2021,8:00p,Chicago Bulls,117,Minnesota Timberwolves,121,,"1,436",
Sun. Apr 11. 2021,8:00p,Toronto Raptors,96,New York Knicks,102,,"1,833",
Sun. Apr 11. 2021,10:00p,Detroit Pistons,124,Los Angeles Clippers,131,,0,
Sun. Apr 11. 2021,10:00p,Miami Heat,107,Portland Trail Blazers,98,,0,
Mon. Apr 12. 2021,7:30p,Philadelphia 76ers,113,Dallas Mavericks,95,,"4,016",
Mon. Apr 12. 2021,7:30p,Los Angeles Lakers,96,New York Knicks,111,,"1,981",
Mon. Apr 12. 2021,8:00p,San Antonio Spurs,120,Orlando Magic,97,,"3,107",
Mon. Apr 12. 2021,9:00p,Chicago Bulls,90,Memphis Grizzlies,101,,"2,194",
Mon. Apr 12. 2021,9:00p,Sacramento Kings,110,New Orleans Pelicans,117,,"3,700",
Mon. Apr 12. 2021,9:00p,Washington Wizards,125,Utah Jazz,121,,"5,546",
Mon. Apr 12. 2021,10:00p,Denver Nuggets,107,Golden State Warriors,116,,0,
Mon. Apr 12. 2021,10:00p,Houston Rockets,120,Phoenix Suns,126,,"4,145",
Tue. Apr 13. 2021,4:00p,Brooklyn Nets,127,Minnesota Timberwolves,97,,0,
Tue. Apr 13. 2021,7:30p,Los Angeles Clippers,126,Indiana Pacers,115,,0,
Tue. Apr 13. 2021,7:30p,Atlanta Hawks,108,Toronto Raptors,103,,"1,427",
Tue. Apr 13. 2021,8:00p,Los Angeles Lakers,101,Charlotte Hornets,93,,"3,676",
Tue. Apr 13. 2021,9:00p,Oklahoma City Thunder,96,Utah Jazz,106,,"5,546",
Tue. Apr 13. 2021,10:00p,Miami Heat,86,Phoenix Suns,106,,"5,024",
Tue. Apr 13. 2021,10:00p,Boston Celtics,116,Portland Trail Blazers,115,,0,
Wed. Apr 14. 2021,4:30p,Milwaukee Bucks,130,Minnesota Timberwolves,105,,0,
Wed. Apr 14. 2021,7:00p,Cleveland Cavaliers,103,Charlotte Hornets,90,,"2,955",
Wed. Apr 14. 2021,7:00p,Brooklyn Nets,117,Philadelphia 76ers,123,,"4,094",
Wed. Apr 14. 2021,7:30p,San Antonio Spurs,112,Toronto Raptors,117,,"1,184",
Wed. Apr 14. 2021,8:00p,Orlando Magic,115,Chicago Bulls,106,,0,
Wed. Apr 14. 2021,8:00p,Los Angeles Clippers,100,Detroit Pistons,98,,750,
Wed. Apr 14. 2021,8:00p,New York Knicks,116,New Orleans Pelicans,106,,"3,700",
Wed. Apr 14. 2021,9:00p,Indiana Pacers,132,Houston Rockets,124,,"3,293",
Wed. Apr 14. 2021,9:00p,Golden State Warriors,147,Oklahoma City Thunder,109,,0,
Wed. Apr 14. 2021,9:30p,Dallas Mavericks,114,Memphis Grizzlies,113,,"2,141",
Wed. Apr 14. 2021,10:00p,Miami Heat,106,Denver Nuggets,123,,"4,017",
Wed. Apr 14. 2021,10:00p,Washington Wizards,123,Sacramento Kings,111,,0,
Thu. Apr 15. 2021,7:30p,Milwaukee Bucks,120,Atlanta Hawks,109,,0,
Thu. Apr 15. 2021,8:00p,Golden State Warriors,119,Cleveland Cavaliers,101,,"4,148",
Thu. Apr 15. 2021,10:00p,Boston Celtics,121,Los Angeles Lakers,113,,"1,915",
Thu. Apr 15. 2021,10:00p,Sacramento Kings,114,Phoenix Suns,122,,"4,568",
Fri. Apr 16. 2021,3:00p,Indiana Pacers,111,Utah Jazz,119,,"5,546",
Fri. Apr 16. 2021,7:00p,Oklahoma City Thunder,104,Detroit Pistons,110,,750,
Fri. Apr 16. 2021,7:00p,Los Angeles Clippers,103,Philadelphia 76ers,106,,"4,094",
Fri. Apr 16. 2021,7:00p,New Orleans Pelicans,115,Washington Wizards,117,OT,0,
Fri. Apr 16. 2021,7:30p,Charlotte Hornets,115,Brooklyn Nets,130,,"1,773",
Fri. Apr 16. 2021,7:30p,Orlando Magic,102,Toronto Raptors,113,,0,
Fri. Apr 16. 2021,8:00p,Memphis Grizzlies,126,Chicago Bulls,115,,0,
Fri. Apr 16. 2021,8:00p,Denver Nuggets,128,Houston Rockets,99,,"3,342",
Fri. Apr 16. 2021,8:00p,Miami Heat,111,Minnesota Timberwolves,119,,"1,638",
Fri. Apr 16. 2021,8:30p,Portland Trail Blazers,107,San Antonio Spurs,106,,"4,303",
Fri. Apr 16. 2021,9:30p,New York Knicks,117,Dallas Mavericks,109,,"4,246",
Sat. Apr 17. 2021,4:30p,Utah Jazz,115,Los Angeles Lakers,127,OT,"1,710",
Sat. Apr 17. 2021,8:00p,Cleveland Cavaliers,96,Chicago Bulls,106,,0,
Sat. Apr 17. 2021,8:00p,Detroit Pistons,100,Washington Wizards,121,,0,
Sat. Apr 17. 2021,8:30p,Golden State Warriors,114,Boston Celtics,119,,"2,298",
Sat. Apr 17. 2021,9:00p,Memphis Grizzlies,128,Milwaukee Bucks,115,,"3,280",
Sat. Apr 17. 2021,10:00p,San Antonio Spurs,111,Phoenix Suns,85,,"5,078",
Sun. Apr 18. 2021,1:00p,Indiana Pacers,117,Atlanta Hawks,129,,0,
Sun. Apr 18. 2021,1:00p,New Orleans Pelicans,112,New York Knicks,122,OT,"1,981",
Sun. Apr 18. 2021,3:30p,Brooklyn Nets,107,Miami Heat,109,,0,
Sun. Apr 18. 2021,7:00p,Portland Trail Blazers,101,Charlotte Hornets,109,,"3,880",
Sun. Apr 18. 2021,7:00p,Houston Rockets,114,Orlando Magic,110,,"3,772",
Sun. Apr 18. 2021,7:00p,Oklahoma City Thunder,106,Toronto Raptors,112,,0,
Sun. Apr 18. 2021,7:30p,Sacramento Kings,121,Dallas Mavericks,107,,"4,193",
Sun. Apr 18. 2021,10:00p,Minnesota Timberwolves,105,Los Angeles Clippers,124,,"1,734",
Mon. Apr 19. 2021,7:00p,Cleveland Cavaliers,105,Detroit Pistons,109,,750,
Mon. Apr 19. 2021,7:30p,Chicago Bulls,102,Boston Celtics,96,,0,
Mon. Apr 19. 2021,7:30p,Golden State Warriors,107,Philadelphia 76ers,96,,"4,094",
Mon. Apr 19. 2021,8:00p,San Antonio Spurs,109,Indiana Pacers,94,,0,
Mon. Apr 19. 2021,8:00p,Houston Rockets,91,Miami Heat,113,,0,
Mon. Apr 19. 2021,8:00p,Phoenix Suns,128,Milwaukee Bucks,127,OT,"3,280",
Mon. Apr 19. 2021,8:00p,Oklahoma City Thunder,107,Washington Wizards,119,,0,
Mon. Apr 19. 2021,9:00p,Memphis Grizzlies,137,Denver Nuggets,139,2OT,"4,005",
Mon. Apr 19. 2021,10:00p,Utah Jazz,111,Los Angeles Lakers,97,,"1,709",
Tue. Apr 20. 2021,7:30p,Orlando Magic,96,Atlanta Hawks,112,,"2,219",
Tue. Apr 20. 2021,7:30p,Brooklyn Nets,134,New Orleans Pelicans,129,,"3,700",
Tue. Apr 20. 2021,7:30p,Charlotte Hornets,97,New York Knicks,109,,"1,753",
Tue. Apr 20. 2021,10:00p,Los Angeles Clippers,113,Portland Trail Blazers,112,,0,
Tue. Apr 20. 2021,10:00p,Minnesota Timberwolves,134,Sacramento Kings,120,,0,
Wed. Apr 21. 2021,7:00p,Chicago Bulls,105,Cleveland Cavaliers,121,,0,
Wed. Apr 21. 2021,7:00p,Oklahoma City Thunder,116,Indiana Pacers,122,,0,
Wed. Apr 21. 2021,7:00p,Phoenix Suns,116,Philadelphia 76ers,113,,"4,094",
Wed. Apr 21. 2021,7:00p,Brooklyn Nets,103,Toronto Raptors,114,,0,
Wed. Apr 21. 2021,7:00p,Golden State Warriors,114,Washington Wizards,118,,"2,133",
Wed. Apr 21. 2021,8:00p,Utah Jazz,112,Houston Rockets,89,,"3,253",
Wed. Apr 21. 2021,8:00p,Atlanta Hawks,127,New York Knicks,137,OT,"1,981",
Wed. Apr 21. 2021,8:30p,Detroit Pistons,117,Dallas Mavericks,127,,"4,043",
Wed. Apr 21. 2021,8:30p,Miami Heat,107,San Antonio Spurs,87,,"4,229",
Wed. Apr 21. 2021,10:00p,Memphis Grizzlies,105,Los Angeles Clippers,117,,"1,782",
Wed. Apr 21. 2021,10:00p,Denver Nuggets,106,Portland Trail Blazers,105,,0,
Wed. Apr 21. 2021,10:00p,Minnesota Timberwolves,125,Sacramento Kings,128,,0,
Thu. Apr 22. 2021,7:00p,Phoenix Suns,86,Boston Celtics,99,,"2,298",
Thu. Apr 22. 2021,7:00p,Philadelphia 76ers,117,Milwaukee Bucks,124,,"3,280",
Thu. Apr 22. 2021,7:00p,New Orleans Pelicans,135,Orlando Magic,100,,"3,411",
Thu. Apr 22. 2021,8:30p,Detroit Pistons,91,San Antonio Spurs,106,,"3,334",
Thu. Apr 22. 2021,9:00p,Charlotte Hornets,91,Chicago Bulls,108,,0,
Thu. Apr 22. 2021,9:30p,Los Angeles Lakers,110,Dallas Mavericks,115,,"4,443",
Fri. Apr 23. 2021,7:30p,Miami Heat,103,Atlanta Hawks,118,,"2,985",
Fri. Apr 23. 2021,7:30p,Boston Celtics,104,Brooklyn Nets,109,,"1,773",
Fri. Apr 23. 2021,8:00p,Cleveland Cavaliers,102,Charlotte Hornets,108,,"4,060",
Fri. Apr 23. 2021,8:00p,Los Angeles Clippers,109,Houston Rockets,104,,"3,313",
Fri. Apr 23. 2021,8:00p,Washington Wizards,129,Oklahoma City Thunder,109,,0,
Fri. Apr 23. 2021,10:00p,Denver Nuggets,97,Golden State Warriors,118,,"1,935",
Fri. Apr 23. 2021,10:00p,Memphis Grizzlies,130,Portland Trail Blazers,128,,0,
Sat. Apr 24. 2021,1:00p,Toronto Raptors,103,New York Knicks,120,,"1,981",
Sat. Apr 24. 2021,3:30p,Philadelphia 76ers,94,Milwaukee Bucks,132,,"3,280",
Sat. Apr 24. 2021,7:00p,Detroit Pistons,109,Indiana Pacers,115,,0,
Sat. Apr 24. 2021,8:00p,Chicago Bulls,101,Miami Heat,106,,0,
Sat. Apr 24. 2021,8:00p,San Antonio Spurs,110,New Orleans Pelicans,108,,"3,700",
Sat. Apr 24. 2021,8:30p,Los Angeles Lakers,93,Dallas Mavericks,108,,"4,561",
Sat. Apr 24. 2021,9:00p,Minnesota Timberwolves,101,Utah Jazz,96,,0,
Sat. Apr 24. 2021,10:00p,Houston Rockets,116,Denver Nuggets,129,,"4,035",
Sun. Apr 25. 2021,1:00p,Boston Celtics,104,Charlotte Hornets,125,,"4,493",
Sun. Apr 25. 2021,3:30p,Phoenix Suns,119,Brooklyn Nets,128,,"1,773",
Sun. Apr 25. 2021,4:00p,Memphis Grizzlies,120,Portland Trail Blazers,113,,0,
Sun. Apr 25. 2021,7:00p,Cleveland Cavaliers,110,Washington Wizards,119,,"2,133",
Sun. Apr 25. 2021,7:30p,Milwaukee Bucks,104,Atlanta Hawks,111,,"3,010",
Sun. Apr 25. 2021,8:00p,Indiana Pacers,131,Orlando Magic,112,,"3,519",
Sun. Apr 25. 2021,10:00p,Sacramento Kings,113,Golden State Warriors,117,,"3,252",
Mon. Apr 26. 2021,7:00p,Atlanta Hawks,86,Detroit Pistons,100,,750,
Mon. Apr 26. 2021,7:00p,Los Angeles Lakers,114,Orlando Magic,103,,"4,099",
Mon. Apr 26. 2021,7:00p,Oklahoma City Thunder,90,Philadelphia 76ers,121,,"4,094",
Mon. Apr 26. 2021,7:00p,San Antonio Spurs,146,Washington Wizards,143,OT,"2,133",
Mon. Apr 26. 2021,7:30p,Phoenix Suns,118,New York Knicks,110,,"1,981",
Mon. Apr 26. 2021,7:30p,Cleveland Cavaliers,96,Toronto Raptors,112,,"1,626",
Mon. Apr 26. 2021,8:00p,Chicago Bulls,110,Miami Heat,102,,0,
Mon. Apr 26. 2021,8:00p,Utah Jazz,104,Minnesota Timberwolves,105,,"1,638",
Mon. Apr 26. 2021,8:00p,Los Angeles Clippers,103,New Orleans Pelicans,120,,"3,700",
Mon. Apr 26. 2021,9:00p,Memphis Grizzlies,96,Denver Nuggets,120,,"3,823",
Mon. Apr 26. 2021,10:00p,Dallas Mavericks,106,Sacramento Kings,113,,0,
Tue. Apr 27. 2021,7:00p,Oklahoma City Thunder,119,Boston Celtics,115,,"2,298",
Tue. Apr 27. 2021,7:00p,Milwaukee Bucks,114,Charlotte Hornets,104,,"3,240",
Tue. Apr 27. 2021,7:00p,Portland Trail Blazers,133,Indiana Pacers,112,,0,
Tue. Apr 27. 2021,7:30p,Brooklyn Nets,116,Toronto Raptors,103,,0,
Tue. Apr 27. 2021,9:00p,Minnesota Timberwolves,114,Houston Rockets,107,,"3,225",
Tue. Apr 27. 2021,9:30p,Dallas Mavericks,133,Golden State Warriors,103,,"3,613",
Wed. Apr 28. 2021,7:00p,Orlando Magic,109,Cleveland Cavaliers,104,,"4,148",
Wed. Apr 28. 2021,7:00p,Atlanta Hawks,83,Philadelphia 76ers,127,,"4,094",
Wed. Apr 28. 2021,7:30p,Charlotte Hornets,111,Boston Celtics,120,,"2,298",
Wed. Apr 28. 2021,7:30p,Chicago Bulls,94,New York Knicks,113,,"1,981",
Wed. Apr 28. 2021,7:30p,Los Angeles Lakers,107,Washington Wizards,116,,"2,133",
Wed. Apr 28. 2021,8:00p,San Antonio Spurs,111,Miami Heat,116,,0,
Wed. Apr 28. 2021,9:00p,New Orleans Pelicans,112,Denver Nuggets,114,,"4,022",
Wed. Apr 28. 2021,9:00p,Portland Trail Blazers,130,Memphis Grizzlies,109,,"3,427",
Wed. Apr 28. 2021,10:00p,Los Angeles Clippers,101,Phoenix Suns,109,,"5,917",
Wed. Apr 28. 2021,10:00p,Utah Jazz,154,Sacramento Kings,105,,0,
Thu. Apr 29. 2021,7:00p,Dallas Mavericks,115,Detroit Pistons,105,,750,
Thu. Apr 29. 2021,7:00p,Brooklyn Nets,130,Indiana Pacers,113,,0,
Thu. Apr 29. 2021,8:00p,Milwaukee Bucks,136,Houston Rockets,143,,"3,232",
Thu. Apr 29. 2021,8:00p,Golden State Warriors,114,Minnesota Timberwolves,126,,"1,638",
Thu. Apr 29. 2021,9:00p,Toronto Raptors,111,Denver Nuggets,121,,"4,025",
Thu. Apr 29. 2021,9:00p,New Orleans Pelicans,109,Oklahoma City Thunder,95,,0,
Fri. Apr 30. 2021,7:00p,Atlanta Hawks,104,Philadelphia 76ers,126,,"4,094",
Fri. Apr 30. 2021,7:30p,San Antonio Spurs,140,Boston Celtics,143,OT,"2,298",
Fri. Apr 30. 2021,7:30p,Washington Wizards,122,Cleveland Cavaliers,93,,"4,148",
Fri. Apr 30. 2021,8:00p,Portland Trail Blazers,128,Brooklyn Nets,109,,"1,773",
