Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,OT?,Attend.,
Fri. Apr 30. 2021,8:00p,Orlando Magic,75,Memphis Grizzlies,92,,"2,850",
Fri. Apr 30. 2021,9:00p,Milwaukee Bucks,108,Chicago Bulls,98,,0,
Fri. Apr 30. 2021,10:00p,Utah Jazz,100,Phoenix Suns,121,,"6,065",
Fri. Apr 30. 2021,10:30p,Sacramento Kings,110,Los Angeles Lakers,106,,"2,691",
Sat. May 1. 2021,7:00p,Detroit Pistons,94,Charlotte Hornets,107,,"3,766",
Sat. May 1. 2021,7:30p,Golden State Warriors,113,Houston Rockets,87,,"3,702",
Sat. May 1. 2021,8:00p,Chicago Bulls,97,Atlanta Hawks,108,,"3,053",
Sat. May 1. 2021,8:00p,Miami Heat,124,Cleveland Cavaliers,107,,"4,148",
Sat. May 1. 2021,8:00p,New Orleans Pelicans,140,Minnesota Timberwolves,136,OT,"1,638",
Sat. May 1. 2021,8:00p,Indiana Pacers,152,Oklahoma City Thunder,95,,0,
Sat. May 1. 2021,8:00p,Memphis Grizzlies,111,Orlando Magic,112,,"3,924",
Sat. May 1. 2021,9:00p,Washington Wizards,124,Dallas Mavericks,125,,"4,351",
Sat. May 1. 2021,10:00p,Denver Nuggets,110,Los Angeles Clippers,104,,"2,818",
Sat. May 1. 2021,10:00p,Toronto Raptors,102,Utah Jazz,106,,"6,506",
Sun. May 2. 2021,3:30p,Brooklyn Nets,114,Milwaukee Bucks,117,,"3,280",
Sun. May 2. 2021,7:30p,Portland Trail Blazers,129,Boston Celtics,119,,,
Sun. May 2. 2021,8:00p,Miami Heat,121,Charlotte Hornets,111,,"4,095",
Sun. May 2. 2021,8:00p,Sacramento Kings,111,Dallas Mavericks,99,,"4,268",
Sun. May 2. 2021,8:00p,New York Knicks,122,Houston Rockets,97,,"3,431",
Sun. May 2. 2021,8:00p,Phoenix Suns,123,Oklahoma City Thunder,120,,0,
Sun. May 2. 2021,8:00p,Philadelphia 76ers,113,San Antonio Spurs,111,OT,"3,978",
Sun. May 2. 2021,10:00p,Toronto Raptors,121,Los Angeles Lakers,114,,"2,053",
Mon. May 3. 2021,7:00p,Orlando Magic,119,Detroit Pistons,112,,750,
Mon. May 3. 2021,7:00p,Indiana Pacers,141,Washington Wizards,154,,0,
Mon. May 3. 2021,7:30p,Golden State Warriors,123,New Orleans Pelicans,108,,"3,700",
Mon. May 3. 2021,8:00p,Portland Trail Blazers,114,Atlanta Hawks,123,,"3,091",
Mon. May 3. 2021,9:00p,Philadelphia 76ers,106,Chicago Bulls,94,,0,
Mon. May 3. 2021,9:00p,New York Knicks,118,Memphis Grizzlies,104,,"2,789",
Mon. May 3. 2021,10:00p,Denver Nuggets,89,Los Angeles Lakers,93,,"2,454",
Mon. May 3. 2021,10:00p,San Antonio Spurs,99,Utah Jazz,110,,"6,506",
Tue. May 4. 2021,7:00p,Phoenix Suns,134,Cleveland Cavaliers,118,OT,"4,148",
Tue. May 4. 2021,7:00p,Charlotte Hornets,102,Detroit Pistons,99,,750,
Tue. May 4. 2021,7:30p,Brooklyn Nets,118,Milwaukee Bucks,124,,"3,280",
Tue. May 4. 2021,8:00p,Dallas Mavericks,127,Miami Heat,113,,0,
Tue. May 4. 2021,8:00p,Golden State Warriors,103,New Orleans Pelicans,108,,"3,700",
Tue. May 4. 2021,8:00p,Sacramento Kings,103,Oklahoma City Thunder,99,,0,
Tue. May 4. 2021,10:00p,Toronto Raptors,100,Los Angeles Clippers,105,,"1,714",
Wed. May 5. 2021,7:00p,Boston Celtics,132,Orlando Magic,96,,0,
Wed. May 5. 2021,7:30p,Portland Trail Blazers,141,Cleveland Cavaliers,105,,"4,148",
Wed. May 5. 2021,8:00p,Phoenix Suns,103,Atlanta Hawks,135,,"3,205",
Wed. May 5. 2021,8:00p,Philadelphia 76ers,135,Houston Rockets,115,,"3,583",
Wed. May 5. 2021,8:00p,Sacramento Kings,104,Indiana Pacers,93,,0,
Wed. May 5. 2021,8:00p,Washington Wizards,134,Milwaukee Bucks,135,,"3,280",
Wed. May 5. 2021,8:00p,Memphis Grizzlies,139,Minnesota Timberwolves,135,,"1,436",
Wed. May 5. 2021,9:00p,New York Knicks,97,Denver Nuggets,113,,"4,038",
Wed. May 5. 2021,9:00p,San Antonio Spurs,94,Utah Jazz,126,,"6,506",
Thu. May 6. 2021,7:00p,Chicago Bulls,120,Charlotte Hornets,99,,"3,769",
Thu. May 6. 2021,7:30p,Brooklyn Nets,109,Dallas Mavericks,113,,"4,602",
Thu. May 6. 2021,7:30p,Washington Wizards,131,Toronto Raptors,129,OT,"2,494",
Thu. May 6. 2021,8:00p,Memphis Grizzlies,97,Detroit Pistons,111,,750,
Thu. May 6. 2021,8:00p,Atlanta Hawks,126,Indiana Pacers,133,,0,
Thu. May 6. 2021,10:00p,Oklahoma City Thunder,97,Golden State Warriors,118,,"3,621",
Thu. May 6. 2021,10:00p,Los Angeles Lakers,94,Los Angeles Clippers,118,,"3,275",
Fri. May 7. 2021,7:00p,New Orleans Pelicans,107,Philadelphia 76ers,109,,"5,119",
Fri. May 7. 2021,7:30p,Boston Celtics,99,Chicago Bulls,121,,"3,399",
Fri. May 7. 2021,8:00p,Orlando Magic,112,Charlotte Hornets,122,,"3,751",
Fri. May 7. 2021,8:00p,Minnesota Timberwolves,112,Miami Heat,121,,0,
Fri. May 7. 2021,8:00p,Houston Rockets,133,Milwaukee Bucks,141,,"3,280",
Fri. May 7. 2021,8:30p,Cleveland Cavaliers,90,Dallas Mavericks,110,,"4,220",
Fri. May 7. 2021,9:00p,Denver Nuggets,120,Utah Jazz,127,,"6,506",
Fri. May 7. 2021,10:00p,New York Knicks,105,Phoenix Suns,128,,"8,063",
Fri. May 7. 2021,10:00p,Los Angeles Lakers,101,Portland Trail Blazers,106,,0,
Fri. May 7. 2021,10:00p,San Antonio Spurs,113,Sacramento Kings,104,,0,
Sat. May 8. 2021,7:00p,Washington Wizards,133,Indiana Pacers,132,OT,0,
Sat. May 8. 2021,7:00p,Detroit Pistons,104,Philadelphia 76ers,118,,"5,119",
Sat. May 8. 2021,7:30p,Memphis Grizzlies,109,Toronto Raptors,99,,0,
Sat. May 8. 2021,10:00p,Brooklyn Nets,125,Denver Nuggets,119,,"4,044",
Sat. May 8. 2021,10:00p,Oklahoma City Thunder,97,Golden State Warriors,136,,"4,155",
Sat. May 8. 2021,10:00p,San Antonio Spurs,102,Portland Trail Blazers,124,,"1,939",
Sat. May 8. 2021,10:00p,Houston Rockets,116,Utah Jazz,124,,"6,506",
Sun. May 9. 2021,1:00p,Miami Heat,130,Boston Celtics,124,,"2,298",
Sun. May 9. 2021,3:30p,New York Knicks,106,Los Angeles Clippers,100,,"2,578",
Sun. May 9. 2021,7:00p,New Orleans Pelicans,112,Charlotte Hornets,110,,"4,196",
Sun. May 9. 2021,7:00p,Dallas Mavericks,124,Cleveland Cavaliers,97,,"4,148",
Sun. May 9. 2021,7:00p,Minnesota Timberwolves,128,Orlando Magic,96,,"4,086",
Sun. May 9. 2021,8:00p,Chicago Bulls,108,Detroit Pistons,96,,750,
Sun. May 9. 2021,10:00p,Phoenix Suns,110,Los Angeles Lakers,123,,"3,144",
Sun. May 9. 2021,10:00p,Oklahoma City Thunder,98,Sacramento Kings,126,,0,
Mon. May 10. 2021,7:30p,Washington Wizards,124,Atlanta Hawks,125,,"3,054",
Mon. May 10. 2021,7:30p,Indiana Pacers,111,Cleveland Cavaliers,102,,"4,148",
Mon. May 10. 2021,8:00p,New Orleans Pelicans,110,Memphis Grizzlies,115,,"2,507",
Mon. May 10. 2021,8:30p,Milwaukee Bucks,125,San Antonio Spurs,146,,"3,992",
Mon. May 10. 2021,10:00p,Utah Jazz,116,Golden State Warriors,119,,"4,155",
Mon. May 10. 2021,10:00p,Houston Rockets,129,Portland Trail Blazers,140,,"1,939",
Tue. May 11. 2021,7:00p,Denver Nuggets,117,Charlotte Hornets,112,,"3,997",
Tue. May 11. 2021,7:00p,Minnesota Timberwolves,119,Detroit Pistons,100,,750,
Tue. May 11. 2021,7:30p,Miami Heat,129,Boston Celtics,121,,"4,789",
Tue. May 11. 2021,7:30p,Los Angeles Clippers,115,Toronto Raptors,96,,0,
Tue. May 11. 2021,8:00p,Brooklyn Nets,115,Chicago Bulls,107,,"3,434",
Tue. May 11. 2021,8:00p,Philadelphia 76ers,94,Indiana Pacers,103,,0,
Tue. May 11. 2021,8:00p,Dallas Mavericks,104,Memphis Grizzlies,133,,"2,684",
Tue. May 11. 2021,9:00p,Orlando Magic,102,Milwaukee Bucks,114,,"3,280",
Tue. May 11. 2021,10:00p,Phoenix Suns,116,Golden State Warriors,122,,"4,155",
Tue. May 11. 2021,10:00p,New York Knicks,99,Los Angeles Lakers,101,OT,"3,550",
Tue. May 11. 2021,10:00p,Oklahoma City Thunder,106,Sacramento Kings,122,,0,
Wed. May 12. 2021,7:00p,Washington Wizards,116,Atlanta Hawks,120,,"3,120",
Wed. May 12. 2021,8:00p,San Antonio Spurs,116,Brooklyn Nets,128,,"1,773",
Wed. May 12. 2021,8:00p,Boston Celtics,94,Cleveland Cavaliers,102,,"4,148",
Wed. May 12. 2021,9:00p,New Orleans Pelicans,107,Dallas Mavericks,125,,"4,373",
Wed. May 12. 2021,9:30p,Portland Trail Blazers,105,Utah Jazz,98,,"6,506",
Wed. May 12. 2021,10:30p,Houston Rockets,122,Los Angeles Lakers,124,,"4,087",
Thu. May 13. 2021,7:00p,Los Angeles Clippers,113,Charlotte Hornets,90,,"4,442",
Thu. May 13. 2021,7:00p,Milwaukee Bucks,142,Indiana Pacers,133,,,
Thu. May 13. 2021,7:30p,Orlando Magic,93,Atlanta Hawks,116,,"2,910",
Thu. May 13. 2021,7:30p,Philadelphia 76ers,94,Miami Heat,106,,0,
Thu. May 13. 2021,7:30p,San Antonio Spurs,98,New York Knicks,102,,"1,981",
Thu. May 13. 2021,8:00p,Toronto Raptors,102,Chicago Bulls,114,,"3,395",
Thu. May 13. 2021,8:00p,Sacramento Kings,110,Memphis Grizzlies,116,,"2,876",
Thu. May 13. 2021,8:00p,Denver Nuggets,114,Minnesota Timberwolves,103,,"1,638",
Thu. May 13. 2021,10:00p,Portland Trail Blazers,117,Phoenix Suns,118,,"8,359",
Fri. May 14. 2021,7:00p,Cleveland Cavaliers,105,Washington Wizards,120,,"5,333",
Fri. May 14. 2021,8:00p,Denver Nuggets,104,Detroit Pistons,91,,750,
Fri. May 14. 2021,8:00p,Utah Jazz,109,Oklahoma City Thunder,93,,0,
Fri. May 14. 2021,8:00p,Orlando Magic,97,Philadelphia 76ers,122,,"5,119",
Fri. May 14. 2021,9:00p,Toronto Raptors,110,Dallas Mavericks,114,,"4,493",
Fri. May 14. 2021,9:00p,Los Angeles Clippers,115,Houston Rockets,122,,"3,803",
Fri. May 14. 2021,9:00p,Sacramento Kings,106,Memphis Grizzlies,107,,"3,502",
Fri. May 14. 2021,9:30p,New Orleans Pelicans,122,Golden State Warriors,125,,"4,155",
Sat. May 15. 2021,1:00p,Chicago Bulls,91,Brooklyn Nets,105,,"1,773",
Sat. May 15. 2021,1:00p,Los Angeles Lakers,122,Indiana Pacers,115,,0,
Sat. May 15. 2021,1:00p,Charlotte Hornets,109,New York Knicks,118,OT,"1,981",
Sat. May 15. 2021,2:00p,Boston Celtics,124,Minnesota Timberwolves,108,,"1,638",
Sat. May 15. 2021,2:00p,Phoenix Suns,140,San Antonio Spurs,103,,"4,848",
Sat. May 15. 2021,8:00p,Miami Heat,108,Milwaukee Bucks,122,,"3,280",
Sun. May 16. 2021,1:00p,Boston Celtics,92,New York Knicks,96,,"1,981",
Sun. May 16. 2021,1:00p,Indiana Pacers,125,Toronto Raptors,113,,0,
Sun. May 16. 2021,1:00p,Charlotte Hornets,110,Washington Wizards,115,,"5,333",
Sun. May 16. 2021,2:00p,Phoenix Suns,123,San Antonio Spurs,121,,"4,738",
Sun. May 16. 2021,3:30p,Memphis Grizzlies,101,Golden State Warriors,113,,"4,416",
Sun. May 16. 2021,7:00p,Houston Rockets,95,Atlanta Hawks,124,,"3,045",
Sun. May 16. 2021,7:00p,Cleveland Cavaliers,109,Brooklyn Nets,123,,"1,773",
Sun. May 16. 2021,7:00p,Orlando Magic,117,Philadelphia 76ers,128,,"5,119",
Sun. May 16. 2021,8:00p,Miami Heat,120,Detroit Pistons,107,,750,
Sun. May 16. 2021,9:00p,Milwaukee Bucks,112,Chicago Bulls,118,,"3,427",
Sun. May 16. 2021,9:00p,Dallas Mavericks,121,Minnesota Timberwolves,136,,"1,638",
Sun. May 16. 2021,9:00p,Los Angeles Lakers,110,New Orleans Pelicans,98,,"3,700",
Sun. May 16. 2021,9:00p,Los Angeles Clippers,112,Oklahoma City Thunder,117,,0,
Sun. May 16. 2021,9:00p,Denver Nuggets,116,Portland Trail Blazers,132,,"1,939",
Sun. May 16. 2021,9:00p,Utah Jazz,121,Sacramento Kings,99,,0,
Tue. May 18. 2021,6:30p,Charlotte Hornets,117,Indiana Pacers,144,,0,
Tue. May 18. 2021,9:00p,Washington Wizards,100,Boston Celtics,118,,"4,789",
Wed. May 19. 2021,7:30p,San Antonio Spurs,96,Memphis Grizzlies,100,,"7,019",
Wed. May 19. 2021,10:00p,Golden State Warriors,100,Los Angeles Lakers,103,,"6,022",
Thu. May 20. 2021,8:00p,Indiana Pacers,115,Washington Wizards,142,,0,
Fri. May 21. 2021,9:00p,Memphis Grizzlies,117,Golden State Warriors,112,OT,"7,505",
Sat. May 22. 2021,2:00p,Miami Heat,107,Milwaukee Bucks,109,OT,"9,107",
Sat. May 22. 2021,4:30p,Dallas Mavericks,113,Los Angeles Clippers,103,,"6,117",
Sat. May 22. 2021,8:00p,Boston Celtics,93,Brooklyn Nets,104,,"14,391",
Sat. May 22. 2021,10:30p,Portland Trail Blazers,123,Denver Nuggets,109,,"7,732",
Sun. May 23. 2021,1:00p,Washington Wizards,118,Philadelphia 76ers,125,,"11,160",
Sun. May 23. 2021,3:30p,Los Angeles Lakers,90,Phoenix Suns,99,,"11,824",
Sun. May 23. 2021,7:00p,Atlanta Hawks,107,New York Knicks,105,,"15,047",
Sun. May 23. 2021,9:30p,Memphis Grizzlies,112,Utah Jazz,109,,"13,750",
Mon. May 24. 2021,7:30p,Miami Heat,98,Milwaukee Bucks,132,,"9,107",
Mon. May 24. 2021,10:00p,Portland Trail Blazers,109,Denver Nuggets,128,,"7,727",
Tue. May 25. 2021,7:30p,Boston Celtics,108,Brooklyn Nets,130,,"14,774",
Tue. May 25. 2021,10:00p,Los Angeles Lakers,109,Phoenix Suns,102,,"11,919",
Tue. May 25. 2021,10:30p,Dallas Mavericks,127,Los Angeles Clippers,121,,"6,885",
Wed. May 26. 2021,7:00p,Washington Wizards,95,Philadelphia 76ers,120,,"11,160",
Wed. May 26. 2021,7:30p,Atlanta Hawks,92,New York Knicks,101,,"16,254",
Wed. May 26. 2021,10:00p,Memphis Grizzlies,129,Utah Jazz,141,,"14,200",
Thu. May 27. 2021,7:30p,Milwaukee Bucks,113,Miami Heat,84,,"17,000",
Thu. May 27. 2021,10:00p,Phoenix Suns,95,Los Angeles Lakers,109,,"7,825",
Thu. May 27. 2021,10:30p,Denver Nuggets,120,Portland Trail Blazers,115,,"8,050",
Fri. May 28. 2021,7:00p,New York Knicks,94,Atlanta Hawks,105,,"15,743",
Fri. May 28. 2021,8:30p,Brooklyn Nets,119,Boston Celtics,125,,"4,789",
Fri. May 28. 2021,9:30p,Los Angeles Clippers,118,Dallas Mavericks,108,,"17,705",
Sat. May 29. 2021,1:30p,Milwaukee Bucks,120,Miami Heat,103,,"17,000",
Sat. May 29. 2021,4:00p,Denver Nuggets,95,Portland Trail Blazers,115,,"8,050",
Sat. May 29. 2021,7:00p,Philadelphia 76ers,132,Washington Wizards,103,,0,
Sat. May 29. 2021,9:30p,Utah Jazz,121,Memphis Grizzlies,111,,"12,185",
Sun. May 30. 2021,1:00p,New York Knicks,96,Atlanta Hawks,113,,"16,458",
Sun. May 30. 2021,3:30p,Phoenix Suns,100,Los Angeles Lakers,92,,"8,025",
Sun. May 30. 2021,7:00p,Brooklyn Nets,141,Boston Celtics,126,,"17,226",
Sun. May 30. 2021,9:30p,Los Angeles Clippers,106,Dallas Mavericks,81,,"17,761",
Mon. May 31. 2021,7:00p,Philadelphia 76ers,114,Washington Wizards,122,,"10,665",
Mon. May 31. 2021,9:30p,Utah Jazz,120,Memphis Grizzlies,113,,"12,185",
Tue. Jun 1. 2021,7:30p,Boston Celtics,109,Brooklyn Nets,123,,"14,993",
Tue. Jun 1. 2021,9:00p,Portland Trail Blazers,140,Denver Nuggets,147,2OT,"10,463",
Tue. Jun 1. 2021,10:00p,Los Angeles Lakers,85,Phoenix Suns,115,,"16,163",
Wed. Jun 2. 2021,7:00p,Washington Wizards,112,Philadelphia 76ers,129,,"15,523",
Wed. Jun 2. 2021,7:30p,Atlanta Hawks,103,New York Knicks,89,,"16,512",
Wed. Jun 2. 2021,9:30p,Memphis Grizzlies,110,Utah Jazz,126,,"14,250",
Wed. Jun 2. 2021,10:00p,Dallas Mavericks,105,Los Angeles Clippers,100,,"7,428",
Thu. Jun 3. 2021,8:00p,Denver Nuggets,126,Portland Trail Blazers,115,,"10,022",
Thu. Jun 3. 2021,10:30p,Phoenix Suns,113,Los Angeles Lakers,100,,"8,550",
Fri. Jun 4. 2021,9:00p,Los Angeles Clippers,104,Dallas Mavericks,97,,"18,324",
Sat. Jun 5. 2021,7:30p,Milwaukee Bucks,107,Brooklyn Nets,115,,"15,750",
Sun. Jun 6. 2021,1:00p,Atlanta Hawks,128,Philadelphia 76ers,124,,"18,624",
Sun. Jun 6. 2021,3:30p,Dallas Mavericks,111,Los Angeles Clippers,126,,"7,342",
Mon. Jun 7. 2021,7:30p,Milwaukee Bucks,86,Brooklyn Nets,125,,"15,776",
Mon. Jun 7. 2021,10:00p,Denver Nuggets,105,Phoenix Suns,122,,"16,219",
Tue. Jun 8. 2021,7:30p,Atlanta Hawks,102,Philadelphia 76ers,118,,"18,624",
Tue. Jun 8. 2021,10:00p,Los Angeles Clippers,109,Utah Jazz,112,,"18,007",
Wed. Jun 9. 2021,9:30p,Denver Nuggets,98,Phoenix Suns,123,,"16,529",
Thu. Jun 10. 2021,7:30p,Brooklyn Nets,83,Milwaukee Bucks,86,,"16,310",
Thu. Jun 10. 2021,10:00p,Los Angeles Clippers,111,Utah Jazz,117,,"18,007",
Fri. Jun 11. 2021,7:30p,Philadelphia 76ers,127,Atlanta Hawks,111,,"16,432",
Fri. Jun 11. 2021,10:00p,Phoenix Suns,116,Denver Nuggets,102,,"18,277",
Sat. Jun 12. 2021,8:30p,Utah Jazz,106,Los Angeles Clippers,132,,"8,185",
Sun. Jun 13. 2021,3:00p,Brooklyn Nets,96,Milwaukee Bucks,107,,"16,310",
Sun. Jun 13. 2021,8:00p,Phoenix Suns,125,Denver Nuggets,118,,"18,290",
Mon. Jun 14. 2021,7:30p,Philadelphia 76ers,100,Atlanta Hawks,103,,"16,502",
Mon. Jun 14. 2021,10:00p,Utah Jazz,104,Los Angeles Clippers,118,,"8,474",
Tue. Jun 15. 2021,8:30p,Milwaukee Bucks,108,Brooklyn Nets,114,,"16,067",
Wed. Jun 16. 2021,7:30p,Atlanta Hawks,109,Philadelphia 76ers,106,,"18,624",
Wed. Jun 16. 2021,10:00p,Los Angeles Clippers,119,Utah Jazz,111,,"18,007",
Thu. Jun 17. 2021,8:30p,Brooklyn Nets,89,Milwaukee Bucks,104,,"16,310",
Fri. Jun 18. 2021,7:30p,Philadelphia 76ers,104,Atlanta Hawks,99,,"16,610",
Fri. Jun 18. 2021,10:00p,Utah Jazz,119,Los Angeles Clippers,131,,"17,105",
Sat. Jun 19. 2021,8:30p,Milwaukee Bucks,115,Brooklyn Nets,111,OT,"16,287",
Sun. Jun 20. 2021,3:30p,Los Angeles Clippers,114,Phoenix Suns,120,,"16,583",
Sun. Jun 20. 2021,8:00p,Atlanta Hawks,103,Philadelphia 76ers,96,,"18,624",
Tue. Jun 22. 2021,9:00p,Los Angeles Clippers,103,Phoenix Suns,104,,"16,645",
Wed. Jun 23. 2021,8:30p,Atlanta Hawks,116,Milwaukee Bucks,113,,"16,310",
Thu. Jun 24. 2021,9:00p,Phoenix Suns,92,Los Angeles Clippers,106,,"17,222",
Fri. Jun 25. 2021,8:30p,Atlanta Hawks,91,Milwaukee Bucks,125,,"16,422",
Sat. Jun 26. 2021,9:00p,Phoenix Suns,84,Los Angeles Clippers,80,,"18,222",
Sun. Jun 27. 2021,8:30p,Milwaukee Bucks,113,Atlanta Hawks,102,,"16,650",
Mon. Jun 28. 2021,9:00p,Los Angeles Clippers,116,Phoenix Suns,102,,"16,664",
Tue. Jun 29. 2021,8:30p,Milwaukee Bucks,88,Atlanta Hawks,110,,"16,478",
Wed. Jun 30. 2021,9:00p,Phoenix Suns,130,Los Angeles Clippers,103,,"18,495",
Thu. Jul 1. 2021,8:30p,Atlanta Hawks,112,Milwaukee Bucks,123,,"16,389",
Sat. Jul 3. 2021,8:30p,Milwaukee Bucks,118,Atlanta Hawks,107,,"16,620",
Tue. Jul 6. 2021,9:00p,Milwaukee Bucks,105,Phoenix Suns,118,,"16,557",
Thu. Jul 8. 2021,9:00p,Milwaukee Bucks,108,Phoenix Suns,118,,"16,583",
Sun. Jul 11. 2021,8:00p,Phoenix Suns,100,Milwaukee Bucks,120,,"16,637",
Wed. Jul 14. 2021,9:00p,Phoenix Suns,103,Milwaukee Bucks,109,,"16,911",
Sat. Jul 17. 2021,9:00p,Milwaukee Bucks,123,Phoenix Suns,119,,"16,562",
Tue. Jul 20. 2021,9:00p,Phoenix Suns,98,Milwaukee Bucks,105,,"17,397",
